OBJ_ID,BEG_TIME,PRODUCER_ID,DEV_TYPE,WORK_YEAR,Reliability
059E5D8A-9398-47DC-BF41-59E6D48CC273-01333,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01341,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01351,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01353,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01355,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01357,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01385,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-01413,26-8月 -16 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-40797,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30010.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-40803,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30010.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-41282,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30043.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-41909,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30043.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-42129,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30011.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-59445,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30017.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-59924,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30017.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-59926,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30011.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-60078,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30017.0,2.0,0.9013443801845772
059E5D8A-9398-47DC-BF41-59E6D48CC273-60080,01-10月-16 12.00.00.000000 上午,E8187435-079C-44A2-BF5F-BAF0B5CC25E9-01097,30011.0,2.0,0.9013443801845772
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55041,10-1月 -13 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,5.0,0.9209698645945157
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55093,08-1月 -14 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,4.0,0.9446317260769843
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55103,14-1月 -14 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,4.0,0.9446317260769843
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55105,03-1月 -13 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,5.0,0.9209698645945157
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55107,17-1月 -12 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00045,54061.0,6.0,0.9055237242956278
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55109,05-1月 -10 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,8.0,0.9218905397506694
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55111,10-1月 -12 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,6.0,0.9055237242956278
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55113,16-1月 -12 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,6.0,0.9055237242956278
05FA8A64-5F53-4495-8CE7-5AFA714A7053-55115,06-1月 -10 12.00.00.000000 上午,9EB08320-1CAB-4D45-94C4-C835149BC35E-00064,54981.0,8.0,0.9218905397506694
05FE8E4E-0773-4482-AB1A-8749A833099C-00002,09-10月-14 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16205.0,4.0,0.9999999999858501
05FE8E4E-0773-4482-AB1A-8749A833099C-00003,08-10月-14 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16205.0,4.0,0.9999999999858501
05FE8E4E-0773-4482-AB1A-8749A833099C-00870,24-11月-14 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16203.0,4.0,0.9698518390980757
06C9BC18-48C5-4C92-B232-30F4A494B6D0-00002,04-10月-16 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16202.0,2.0,0.8589849366826869
06C9BC18-48C5-4C92-B232-30F4A494B6D0-00003,13-10月-16 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16202.0,2.0,0.8589849366826869
06C9BC18-48C5-4C92-B232-30F4A494B6D0-00004,13-10月-16 12.00.00.000000 上午,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,16205.0,2.0,0.9717613760740861
07444E6B-FA57-47DD-BCDD-B38B08BC6C78-02343,27-1月 -16 12.00.00.000000 上午,6EB3F71B-F1C4-4A94-94A5-8F54B2547B15-00059,20003.0,2.0,0.9013443801845772
07444E6B-FA57-47DD-BCDD-B38B08BC6C78-02371,27-1月 -16 12.00.00.000000 上午,6EB3F71B-F1C4-4A94-94A5-8F54B2547B15-00059,20003.0,2.0,0.9013443801845772
