OBJ_ID,A_RESTYPE,A_RESOBJID,Z_RESTYPE,Z_RESOBJID,LENGTH,LINE_NUMBER,PRODUCER_ID,ALARM_NUM,ALARM_TIME,ALARM_TIME_NEW
5D656281-18B6-4264-B686-A22C5B4B5C0A-18954,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00081,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00082,32,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-19732,10101,CD75A163-7861-4820-99A2-12846B96CA95-35785,10101,CD75A163-7861-4820-99A2-12846B96CA95-35788,4,8,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-20377,10101,246032DF-7E63-4DBA-B346-CE03044EF4D8-77198,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00515,28,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00024,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-20429,10101,246032DF-7E63-4DBA-B346-CE03044EF4D8-77121,10101,246032DF-7E63-4DBA-B346-CE03044EF4D8-77076,16,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-21410,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00699,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-02566,16,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-21719,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00695,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-03695,60,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-22570,10101,1FF9E07B-2B4B-434D-91E0-5EF3DEE3DC75-01108,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00780,34,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-22623,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02473,10101,2EAFFA70-FD74-4242-A9F6-01A992FBB9AD-04253,22,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-22970,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-18266,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00338,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-23419,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00333,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-18232,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-25547,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02481,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02476,10,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-27301,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00349,10101,53E6036E-5995-41B5-A673-BD8FDF22CEBD-00010,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-27522,10101,1FF9E07B-2B4B-434D-91E0-5EF3DEE3DC75-01108,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00354,23,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-27626,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02443,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02444,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-28313,10101,CD75A163-7861-4820-99A2-12846B96CA95-34696,10101,CD75A163-7861-4820-99A2-12846B96CA95-34697,12,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-29518,10101,CD75A163-7861-4820-99A2-12846B96CA95-34706,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-29510,24,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D656281-18B6-4264-B686-A22C5B4B5C0A-30213,10101,88D9D2DA-1AF7-4B20-A228-1D008EDC9FAD-44760,10101,1FC8E205-9134-4395-AC7B-E75067DEBC0C-07417,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5D831479-FA03-474A-B77F-0FA4125B8B67-45788,10101,22E209A4-173C-491A-9C4B-81F689DCFD1A-00133,10101,0E0C8EAF-DAC6-4D46-860E-21CB7DB65C1C-00070,20,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5ED5BC85-B293-4995-8999-56498DAFD5BE-46460,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62503,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62505,12,24,1271E5FC-524C-41BF-BD38-F9154CEB6317-00123,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5ED5BC85-B293-4995-8999-56498DAFD5BE-46488,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62506,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62493,7,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00008,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00008,10101,E422B527-6011-4AF6-8786-ED78865355EE-00002,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00010,3,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00033,10101,E422B527-6011-4AF6-8786-ED78865355EE-00002,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00010,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00131,10101,E422B527-6011-4AF6-8786-ED78865355EE-00003,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00012,1,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00156,10101,DB8E4230-540E-48A0-B5F1-6985E9FA99EA-00046,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00134,5,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00181,10101,DB8E4230-540E-48A0-B5F1-6985E9FA99EA-00046,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00134,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5F637275-357F-4933-9C7B-FDE6A582BBFD-00230,10101,DB8E4230-540E-48A0-B5F1-6985E9FA99EA-00046,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00118,7,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
5FA89307-C59D-4830-A5A6-E4E294B3D0B0-46457,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02463,10101,80EAC5A2-5504-4666-8157-8AA03A4065D6-25220,12,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
604E5AA7-8112-439B-B10F-21D78E28958B-82803,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00181,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00177,7,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
604E5AA7-8112-439B-B10F-21D78E28958B-82897,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00179,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00176,8,24,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
604E5AA7-8112-439B-B10F-21D78E28958B-83051,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00643,10101,B89B26F8-3BE3-460A-A0DC-9B2E69535485-87360,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
6150A0F2-00A4-4B25-A2A9-C6B872E97709-80551,10101,D57FF8AE-DA56-474F-9543-140DDAD28B92-49187,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-13560,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
618750D5-B547-40BA-A7F1-1AEE0C47FE09-21296,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00556,10101,1224F595-5554-404D-879B-D44790AEC81A-29811,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
62914BD7-7F52-474A-B0AD-FED1CEDBE208-79693,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51920,10101,6B4C3DEE-26EC-4E8B-B138-E9A1A75A493A-22064,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-02411,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00329,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00377,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-03047,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00772,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00696,0,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00025,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-08830,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00369,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00373,50,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-08916,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-02494,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00370,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-08942,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00360,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00370,30,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-09243,10101,9B1448E9-A293-41A5-AD60-77A47A14509E-06076,10101,1FF9E07B-2B4B-434D-91E0-5EF3DEE3DC75-01108,29,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-16353,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-19990,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62512,7,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-16369,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-19993,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62512,5,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-16424,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00352,10101,AB802F7F-4834-4FDB-B761-F396F1198A1D-38848,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-20843,10101,BE044FF9-5A87-489E-85FA-55487410153F-28367,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00122,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-21055,10101,E422B527-6011-4AF6-8786-ED78865355EE-00005,10101,BE044FF9-5A87-489E-85FA-55487410153F-32973,14,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-21918,10101,E422B527-6011-4AF6-8786-ED78865355EE-00005,10101,BE044FF9-5A87-489E-85FA-55487410153F-28376,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-21944,10101,E422B527-6011-4AF6-8786-ED78865355EE-00005,10101,BE044FF9-5A87-489E-85FA-55487410153F-28376,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-24796,10101,639C140B-A88F-4F71-BCF0-B5A718F60412-22669,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00802,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-24824,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00802,10101,CE732960-460E-4C5C-B304-13E829B682EB-00019,6,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-24844,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00114,10101,CE732960-460E-4C5C-B304-13E829B682EB-00016,20,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
639C140B-A88F-4F71-BCF0-B5A718F60412-24872,10101,FD9E121F-8C4F-4494-B21C-3F9A1ACE0A2E-00921,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-13560,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64609D0C-F054-472D-A057-430C4635C634-07577,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00645,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-11979,5,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64609D0C-F054-472D-A057-430C4635C634-07597,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00646,10101,5D656281-18B6-4264-B686-A22C5B4B5C0A-11979,2,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64609D0C-F054-472D-A057-430C4635C634-08201,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00419,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00406,7,48,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64609D0C-F054-472D-A057-430C4635C634-08855,10101,A06CD148-F262-40CB-A543-D80E25532E57-04752,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00779,7,24,1271E5FC-524C-41BF-BD38-F9154CEB6317-00125,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64609D0C-F054-472D-A057-430C4635C634-08881,10101,A06CD148-F262-40CB-A543-D80E25532E57-04752,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00779,7,24,1271E5FC-524C-41BF-BD38-F9154CEB6317-00125,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-00937,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00036,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00807,10,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00250,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-00966,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00036,10101,8FE794C3-9D6A-4694-8403-6F896E2565CD-00007,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00250,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-00996,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00036,10101,8FE794C3-9D6A-4694-8403-6F896E2565CD-00050,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00250,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-01679,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62500,10101,AF3E5F5D-0A56-47AB-BB77-5C7EA7907FE2-02643,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-02736,10101,CE732960-460E-4C5C-B304-13E829B682EB-00005,10101,CE732960-460E-4C5C-B304-13E829B682EB-00004,12,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00250,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-04152,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00040,10101,39E35D20-4BA4-4BEC-9AA2-9C0F56904390-00043,13,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00250,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-11216,10101,203E0006-FA75-4F96-935F-8B2E53CF917D-00010,10101,980A57FC-D149-4F10-A2AE-5786B67D819C-00019,8,48,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-14073,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00626,10101,64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-13866,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-15524,10101,CD75A163-7861-4820-99A2-12846B96CA95-00512,10101,144D832B-6163-411D-BC73-E84FB1972E08-00020,14,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-15948,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00034,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00030,17,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-15964,10101,5D028DFF-00AD-440E-AFD3-76DAC3515EAD-00034,10101,8FE794C3-9D6A-4694-8403-6F896E2565CD-00010,22,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00242,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
64B5F17A-4FF1-44AD-B9E0-D5CE982C6BE2-15992,10101,39E35D20-4BA4-4BEC-9AA2-9C0F56904390-00043,10101,8FE794C3-9D6A-4694-8403-6F896E2565CD-00010,19,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00242,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
6857F9FA-9D05-466B-8711-B27D77EF8513-82531,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00619,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00627,7,48,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
68813D17-9C44-45C7-A2B2-57F85ACF901F-33670,10101,00595994-9D4E-40B5-853B-DAA4FE8BFC93-16366,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00721,56,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00007,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
69348969-9792-4B97-824F-2FF51BFF6460-90706,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00580,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00175,4,48,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
69E2A8B8-E287-4AE7-8499-BF9683137F80-03446,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00802,10101,ED69D709-33FB-4706-A665-91277F5F1BDA-69983,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
69E2A8B8-E287-4AE7-8499-BF9683137F80-03472,10101,CD75A163-7861-4820-99A2-12846B96CA95-00512,10101,ED69D709-33FB-4706-A665-91277F5F1BDA-69983,56,36,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
6B4C3DEE-26EC-4E8B-B138-E9A1A75A493A-22697,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00776,10101,876A07BB-D35F-4833-94CD-7DE3DAA8E043-00555,70,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
6B4C3DEE-26EC-4E8B-B138-E9A1A75A493A-22725,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00776,10101,876A07BB-D35F-4833-94CD-7DE3DAA8E043-00555,70,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
6B4C3DEE-26EC-4E8B-B138-E9A1A75A493A-22751,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-33791,10101,876A07BB-D35F-4833-94CD-7DE3DAA8E043-00555,65,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
7296E299-4B82-4489-BC6D-2C580E073774-16503,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00724,10101,7296E299-4B82-4489-BC6D-2C580E073774-16415,7,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
7296E299-4B82-4489-BC6D-2C580E073774-17926,10101,A737264B-AB70-4EA9-8909-36A9C05F5A98-36027,10101,CD75A163-7861-4820-99A2-12846B96CA95-35784,21,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
72A93EE9-36B7-4302-A0DB-69815446A02C-13685,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62499,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-62498,10,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",
72A93EE9-36B7-4302-A0DB-69815446A02C-14155,10102,E422B527-6011-4AF6-8786-ED78865355EE-00039,10102,E422B527-6011-4AF6-8786-ED78865355EE-00042,0,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,"[0, 0, 0, 0, 0, 0, 0, 1, 196, 170, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 24102780, 13758162, 1131108020, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2678400, 2592000, 2678400, 2592000, 2678400, 2678400, 2419200, 2678400, 1147973762]"
72A93EE9-36B7-4302-A0DB-69815446A02C-14364,10102,E422B527-6011-4AF6-8786-ED78865355EE-00042,10102,5E39C0C8-2AF1-427E-84F4-6B4650B913AE-00001,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,"[0, 0, 0, 0, 0, 0, 0, 1, 196, 170, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 24102780, 13758162, 1131108020, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2678400, 2592000, 2678400, 2592000, 2678400, 2678400, 2419200, 2678400, 1147973762]"
