NE_OBJ_ID,NE_NAME,DEV_TYPE_NAME,PRODUCER_NAME,PRODUCER_ID,WORK_YEAR,DEV_TYPE,ALARM_NUM,ALARM_TIME
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-21427,安义县供电公司1660SM_23,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11002.0,"[1, 0, 1, 0, 1, 0, 1, 4, 0, 2, 2, 3, 0, 0, 0]","[3988933, 0, 5162763, 0, 2327316, 0, 618898, 1538975, 0, 539216, 317490, 7556047, 0, 0, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-08260,前途变Metro2050,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,,,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0]","[76375, 0, 9508566, 0, 0, 0, 0, 489154, 0, 565655, 0, 901437, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-14758,高新变1660SM_107,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 18954, 0, 240973, 2676, 0, 2781202, 0, 0, 0]"
8AC95230-46C6-4CE6-9972-0F2EFB929487-06111,新楼业务2-1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,4.0,11002.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[27284746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6644313, 0, 786025, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-30226,盘龙山变1660SM_07,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11002.0,"[0, 0, 2, 2, 0, 0, 1, 1, 1, 3, 1, 0, 1, 2, 0]","[0, 0, 79030, 22961, 0, 0, 257295, 219600, 1444234, 1056894, 171309, 0, 281599, 185312, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-31158,西郊变1660SM_06,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,11.0,11002.0,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 2, 0]","[0, 0, 0, 1478758, 0, 0, 0, 0, 447643, 594267, 13, 26594, 281600, 127201, 0]"
8AC95230-46C6-4CE6-9972-0F2EFB929487-06110,新楼业务1-1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,4.0,11002.0,"[0, 2, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]","[0, 95368, 5859953, 0, 224296, 1734639, 0, 1415095, 6786258, 0, 0, 6631866, 0, 742104, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-35363,塘山开关站1660SM_13,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11002.0,"[1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[102176, 30, 1183239, 1040452, 17435958, 0, 0, 0, 0, 0, 0, 6633125, 0, 746570, 0]"
BFCAB253-F236-4F42-BBD5-D81C72F97D44-00644,马回岭变1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,5.0,11002.0,"[1, 1, 0, 0, 0, 1, 0, 1, 3, 0, 0, 1, 2, 2, 0]","[2155998, 8458091, 0, 0, 0, 299984, 0, 840465, 177697, 0, 0, 311789, 493799, 630254, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00098,坪里变 OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10013.0,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 22681, 0, 0, 0, 13506, 32, 68, 0, 0, 0, 436307, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00099,湖上变OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10013.0,"[0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 69, 0, 0, 0, 79, 101, 6, 0, 0, 0, 436302, 0]"
59E5119F-76E5-48F8-8017-D2406466B47D-28159,九江地调调度数据1660SM,通信数据网设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11002.0,"[1, 1, 1, 2, 2, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0]","[2230670, 445201, 604079, 2691201, 8372247, 0, 0, 0, 3083215, 2224013, 0, 4717682, 0, 1650544, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00115,路口变 OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10013.0,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 79, 0, 6677, 502986, 0, 30, 0, 0, 0, 0, 436310, 0]"
BF40D1B7-4CF5-40EC-ADC5-406F1AFBDBDA-00116,坊楼变 OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,5.0,10013.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 1, 0]","[0, 0, 0, 0, 0, 86168, 11378, 70068, 31, 846, 0, 1038374, 0, 236034, 0]"
8CB66B35-B909-4297-BDFE-04659A42CC15-00281,柘林电厂Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,8.0,10015.0,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[16459069, 0, 0, 0, 0, 0, 0, 9565724, 0, 0, 0, 3642144, 0, 0, 0]"
DCC58927-7D2A-42D8-9B8C-22CBED38199F-02914,红都变 OSN 7500-01,,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,3.0,10010.0,"[0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 221349, 0, 1248479, 1437906, 1591416, 579266, 0, 83139, 0, 0, 0]"
227DF4CE-7EDD-4C17-B72F-17E5C8C3F5C5-41345,鹰潭地调Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,11.0,10015.0,"[1, 0, 1, 1, 1, 1, 0, 3, 0, 1, 0, 2, 1, 3, 0]","[444223, 0, 17999, 290028, 1217960, 2070726, 0, 285187, 0, 18436, 0, 787827, 676424, 59968, 0]"
227DF4CE-7EDD-4C17-B72F-17E5C8C3F5C5-35909,挡岭变Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,11.0,10015.0,"[0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 4989494, 0, 0, 28053, 15005, 18421, 0, 4668, 676424, 2004, 0]"
227DF4CE-7EDD-4C17-B72F-17E5C8C3F5C5-47604,赣东北地调Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,11.0,10015.0,"[0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 2303184, 0, 31495, 0, 18421, 0, 4981, 676424, 2004, 0]"
227DF4CE-7EDD-4C17-B72F-17E5C8C3F5C5-25589,蛇龙变Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,11.0,10015.0,"[0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 2070727, 0, 28113, 904321, 803619, 0, 28399, 0, 0, 2608]"
227DF4CE-7EDD-4C17-B72F-17E5C8C3F5C5-28233,严坞变Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,11.0,10015.0,"[0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 2070727, 0, 28141, 15002, 18435, 0, 0, 676424, 2004, 0]"
BC64CABD-BB55-4A54-BB0B-33B5887DC3EE-08124,龙岗变MatrixEdge3080,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,2.0,16201.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 2491913, 0, 0, 0, 8964331, 0, 0, 0, 235399, 0, 0, 0]"
387DAD0A-9002-45E0-8E29-F1E9ACADC784-00002,古陂变MatrixEdge3050,光传输设备,和记奥普泰,DF6CE9D8-2D25-4563-945D-1D62628E69FC-00499,2.0,16204.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-23529,杨殿阁OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,7.0,10013.0,"[1, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[76373, 0, 0, 0, 384449, 175, 8609, 0, 0, 754791, 0, 0, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-22884,南昌供电公司汇聚1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,11.0,11002.0,"[0, 0, 1, 2, 0, 0, 2, 2, 0, 1, 1, 3, 0, 1, 0]","[0, 0, 2, 5810620, 0, 0, 350970, 4069191, 0, 54318, 43373, 1015523, 0, 202080, 0]"
E4935EBB-E0FF-4A00-9EAF-2D68BECC6E55-00003,临空港口变_1660,,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,2.0,11002.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3367, 0, 572680, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-09871,靖安县供电公司1660SM_56,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11002.0,"[2, 2, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 3, 3, 0]","[1512949, 396191, 5154185, 0, 3056071, 1975471, 0, 8528489, 0, 0, 0, 2256317, 1309066, 1368448, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-23527,黄陂变OSN 2000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,7.0,10013.0,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]","[76373, 0, 43, 0, 1293697, 0, 8609, 0, 0, 757219, 0, 0, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-24887,南昌供电公司业务1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,11.0,11002.0,"[2, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 0]","[1037040, 11290887, 0, 0, 0, 0, 426554, 3536153, 1362597, 3658440, 0, 6366879, 0, 1769777, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-12902,奉新干洲变1642EM_77,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11007.0,"[0, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 3, 0, 0, 1]","[0, 0, 568773, 1881020, 3941, 0, 1424886, 548747, 209, 128, 203553, 1204767, 0, 0, 150772]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-34859,湾里西昌变1662SMC_51,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 230609, 14, 899096, 0, 163517, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-07943,湾里区供电公司1660SM_50,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[1, 1, 1, 1, 1, 0, 2, 1, 2, 4, 0, 1, 0, 1, 0]","[1986618, 175473, 4049456, 966088, 1484887, 0, 266478, 756567, 1195148, 2408393, 0, 2412463, 0, 481905, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-38080,蚕桑变1660SM_20,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 2, 0]","[0, 2143486, 0, 186, 144, 0, 832, 452, 0, 0, 199201, 4597150, 0, 515589, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-44777,湾里罗亭变1662SMC_52,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 905244, 1065248, 0, 0, 0, 0, 0, 0, 200878, 1653844, 143590, 0, 150823]"
904BBA23-E97A-42EE-99E6-BDD96B363600-00547,抚州公司Metro5000-02,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,8.0,10015.0,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0]","[105650, 27, 0, 0, 0, 0, 0, 612821, 0, 1378767, 539682, 2882514, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-32849,银三角变1662SMC_53,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1539108, 0, 0, 140269, 0, 0, 0]"
3E5D8774-F89A-425F-A9E6-F8A3A1A9C63A-00002,东邺变1662smc_197,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,3.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144582, 0, 618702, 0]"
56EEA743-B361-4EBE-B8CE-D95EA2B4533C-12343,双港变,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,4.0,11002.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0]","[0, 0, 0, 1919694, 0, 0, 0, 0, 0, 0, 378795, 144874, 0, 586810, 0]"
074B6AA3-DF1A-447E-A210-460B082C1881-00007,694-大仓前,,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,2.0,10009.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8AC95230-46C6-4CE6-9972-0F2EFB929487-06093,桑海区公司1660SM,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11002.0,"[2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 1, 1, 1]","[1238063, 18735302, 0, 0, 0, 0, 0, 0, 13196, 155, 72792, 636229, 959015, 139731, 157271]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-33774,白马变1662SM_88,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11005.0,"[0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 112252, 926699, 0, 0, 165214, 0, 0, 204, 156, 143591, 0, 0, 186]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-47158,靖安南村变1662SMC,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 0, 1, 1, 0, 0, 2, 0, 2, 2, 0, 1, 3, 0, 0]","[0, 0, 511555, 2703789, 0, 0, 3169715, 0, 2237905, 4013697, 0, 2632951, 4237781, 0, 0]"
BFCAB253-F236-4F42-BBD5-D81C72F97D44-04725,奉新鲤鱼洲变1662SMC,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 1, 2, 1, 0, 1, 1, 2, 1, 0, 3, 1, 2, 2, 1]","[0, 15465, 1195752, 7436558, 0, 1174544, 331, 1288267, 4575400, 0, 678767, 2415199, 1596184, 869704, 153243]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-28917,梧岗变1660SM_10,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 165735, 0, 0, 428, 144, 141960, 281599, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-33175,斗门变1660SM_09,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 3, 1, 2, 0]","[0, 0, 0, 699372, 0, 0, 160867, 0, 137, 0, 1158059, 981924, 284846, 142448, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-21033,东乡公司OptiX 2500+,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,7.0,10011.0,"[2, 0, 1, 2, 1, 1, 2, 0, 2, 2, 1, 4, 1, 0, 0]","[242066, 0, 1411291, 721443, 159234, 45809, 1135805, 0, 1891390, 689965, 491572, 805882, 16092, 0, 0]"
7EC8761F-A805-4153-B455-14314AC9B682-01141,晶科光伏Metro 1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,3.0,10004.0,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[76375, 0, 0, 1912441, 0, 0, 0, 0, 17426, 565381, 0, 5454, 0, 0, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-14970,虎圩变OptiX 2500+,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,7.0,10011.0,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[76375, 0, 0, 1912609, 0, 0, 0, 0, 16834, 565384, 0, 249751, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-35114,送变电分公司1662SMC_90,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11005.0,"[1, 0, 0, 2, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0]","[990, 0, 0, 819076, 0, 0, 0, 11, 68, 360166, 0, 60, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-06023,长堎变1660SM_32,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 299961, 0, 0, 1545, 182266, 0, 123254, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-39340,南昌县供电公司1660SM_22,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11002.0,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[2325248, 374376, 5442298, 0, 1554322, 4255760, 0, 6760539, 0, 0, 0, 4856709, 0, 2413168, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-29558,迎宾变1660SM_08,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 0]","[0, 0, 51, 699385, 0, 0, 0, 0, 0, 130, 158, 494812, 281605, 125637, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-34570,电力物资公司1662SMC_89,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11005.0,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 2, 0]","[362265, 0, 1876213, 0, 676650, 0, 0, 0, 1460850, 520618, 345132, 800878, 943441, 549730, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-07707,罗家集变1660SM_45,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11002.0,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0]","[74904, 0, 0, 699418, 0, 0, 162135, 0, 139906, 216, 141, 0, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-43806,青山湖通信站1662SMC_106,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140461, 0, 0, 155]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-31898,青山湖变1660SM_48,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 12, 0, 18954, 0, 589005, 0, 0, 154, 0, 143, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-44064,桃花坞变1660SM_109,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11002.0,"[0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0]","[0, 0, 0, 11, 0, 0, 72486, 0, 1663734, 259253, 0, 349346, 2010896, 652165, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-06423,赣江变1660SM_36,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11002.0,"[0, 1, 0, 2, 1, 0, 2, 1, 1, 2, 3, 1, 0, 0, 0]","[0, 231179, 0, 784060, 142, 0, 164954, 859258, 16540, 3213, 74532, 153, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-45293,南昌供电公司业务1660SM_160,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,6.0,11002.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 165615, 0, 0, 2838, 122916, 0, 0, 125712, 0]"
E4935EBB-E0FF-4A00-9EAF-2D68BECC6E55-00005,南昌县武阳变_1662SMC,,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,2.0,11005.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287628, 542998, 125099, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-10584,龙岗变1662SMC_115,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 2, 0]","[222408, 0, 0, 2012254, 0, 0, 0, 0, 1312807, 109478, 0, 985727, 1964161, 125249, 0]"
47CF653B-DCBA-487E-A24D-028EA7D1325A-00029,孙坊变Metro 1000V3,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,6.0,10004.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 565373, 0, 0, 0, 0, 0]"
904BBA23-E97A-42EE-99E6-BDD96B363600-05505,松源变Metro5000,光传输设备,华为,D5728866-99D4-4C22-B3C2-CCFD362CCAB3-01634,12.0,10015.0,"[0, 1, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 102531, 3414660, 0, 0, 0, 1328006, 0, 0, 565381, 0, 18734, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-08357,莲塘变1662SMC_47,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 35, 699386, 0, 0, 0, 7, 0, 0, 0, 165577, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-38673,新建县供电公司1660SM_21,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,8.0,11002.0,"[1, 0, 2, 2, 2, 0, 1, 3, 0, 3, 1, 1, 1, 3, 0]","[1, 0, 854563, 699506, 785, 0, 1735063, 218961, 0, 363041, 1307280, 1212832, 570427, 355952, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-39755,向塘变1660SM_23,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0]","[596863, 0, 0, 0, 1459048, 0, 326, 0, 0, 0, 122806, 134657, 0, 0, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-36504,象湖变1662SMC,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11005.0,"[1, 3, 0, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2]","[4420, 1707596, 0, 699290, 2562393, 0, 165368, 0, 1493960, 2808, 0, 154, 0, 439, 156387]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-08690,邓埠变1662SMC_49,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,7.0,11005.0,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0]","[0, 0, 0, 1943532, 0, 0, 163232, 0, 0, 2873, 0, 1257232, 0, 127247, 0]"
BFCAB253-F236-4F42-BBD5-D81C72F97D44-03481,蒋巷变1660SM_176,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,5.0,11002.0,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0]","[0, 0, 0, 860110, 0, 0, 13938, 0, 0, 0, 245623, 494922, 0, 151, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-27210,昌东变1660SM_03,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,10.0,11002.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3871, 0, 281605, 633160, 0]"
E029CA85-2D73-4C56-BA8D-9BE00C4C854E-30954,江纺变1660SM_40,光传输设备,阿尔卡特,9538F88D-D430-4925-AA37-CF18B37A2879-71135,9.0,11002.0,"[0, 0, 0, 1, 1, 0, 1, 1, 2, 1, 0, 2, 0, 1, 1]","[0, 0, 0, 1971038, 13, 0, 19298, 173278, 16558, 7, 0, 19, 0, 8, 14]"
