OBJ_ID,A_RESTYPE,A_RESOBJID,Z_RESTYPE,Z_RESOBJID,LENGTH,LINE_NUMBER,PRODUCER_ID,ALARM_NUM,ALARM_TIME,ALARM_TIME_NEW,NAME,FIBER_TYPE,LINE_NUMBER_USED
3DB13775-51A7-41F0-B0B5-0957E731BDF7-34928,10101,E422B527-6011-4AF6-8786-ED78865355EE-00015,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00032,1,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV湖丰变～35kV毛家山变)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-41093,10102,E422B527-6011-4AF6-8786-ED78865355EE-00037,10102,E422B527-6011-4AF6-8786-ED78865355EE-00037,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 7179688, 0, 0, 0, 10018, 6643760, 178511, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2678400, 2592000, 1909288, 0, 10018, 2678400, 2592000, 1551871, 0, 0, 0, 0]",(H01-1楼继保室～H01-1楼继保室)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-41403,10101,E422B527-6011-4AF6-8786-ED78865355EE-00007,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51920,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV王源变～110kV朱山变)24芯OPGW光缆段01,1,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-41691,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00115,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00045,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV曹溪变～35kV漆工变)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-42625,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51965,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00043,0,4,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,,,,(35kV洪山变～35kV蒋家桥变)4芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-42637,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51965,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00118,0,4,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV洪山变～35kV国道三二0变)4芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-45122,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00577,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-45008,33,24,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(220kV松源变～压气站)24芯OPGW光缆段FG0196,1,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-45235,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00023,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51843,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(35kV姚家桥变～35kV三都变)24芯ADSS光缆段01,2,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-46330,10102,E422B527-6011-4AF6-8786-ED78865355EE-00039,10102,3DB13775-51A7-41F0-B0B5-0957E731BDF7-45829,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,"[0, 0, 0, 0, 0, 0, 0, 1, 196, 170, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 24102780, 13758162, 1131108020, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2678400, 2592000, 2678400, 2592000, 2678400, 2678400, 2419200, 2678400, 1147973762]",(H01-15楼通信传输机房～H07-14楼14楼信息机房)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-46411,10102,E422B527-6011-4AF6-8786-ED78865355EE-00042,10102,3DB13775-51A7-41F0-B0B5-0957E731BDF7-45829,0,24,157350D3-5B21-4FDA-9C65-FF541B1D8A44-00081,"[0, 0, 0, 0, 0, 0, 0, 1, 196, 170, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 24102780, 13758162, 1131108020, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2678400, 2592000, 2678400, 2592000, 2678400, 2678400, 2419200, 2678400, 1147973762]",(H04-14楼通信机房～H07-14楼14楼信息机房)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-47242,10101,E422B527-6011-4AF6-8786-ED78865355EE-00001,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-46855,3,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(上饶供电公司～10kV中央公园开闭所)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-47659,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-46855,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00007,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(10kV中央公园开闭所～10kV紫阳开闭所)24芯普通光缆光缆段01,3,4
3DB13775-51A7-41F0-B0B5-0957E731BDF7-47764,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-46855,10101,E422B527-6011-4AF6-8786-ED78865355EE-00027,25,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(10kV中央公园开闭所～110kV丁家洲变)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-50305,10101,E422B527-6011-4AF6-8786-ED78865355EE-00004,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-51875,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV前山变～110kV西城变)24芯OPGW光缆段01,1,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-51419,10102,16C61CAA-CCAC-4D72-B155-0BB82FDF8E13-07548,10102,16C61CAA-CCAC-4D72-B155-0BB82FDF8E13-07550,0,12,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00008,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3907135, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2678400, 1228735, 0, 0, 0, 0, 0]",(H05-2楼通信机房～H07-3楼继保室)12芯普通光缆光缆段FG0106,3,12
3DB13775-51A7-41F0-B0B5-0957E731BDF7-52424,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00136,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00139,11,24,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(临川公司～35kV红桥变)24芯普通光缆光缆段FG0197,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-52825,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00589,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-00005,12,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV上顿渡变～35kV秋溪变)24芯普通光缆光缆段FG0198,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-53275,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00590,10101,0E0C8EAF-DAC6-4D46-860E-21CB7DB65C1C-00031,9,24,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(110kV展坪变～35kV富华变)24芯ADSS光缆段FG0199,2,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-53370,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00138,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00137,13,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV荣山变～35kV东馆变)24芯ADSS光缆段FG0201,2,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-53614,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00136,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00137,31,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(临川公司～35kV东馆变)24芯普通光缆光缆段FG0202,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-53778,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00589,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00136,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(110kV上顿渡变～临川公司)24芯普通光缆光缆段FG0203,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-54057,10101,6CF4DBC3-F063-4D52-A62E-DA0F95D23BC9-00004,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-53876,20,24,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(35kV毛家湾变～腾桥供电所)24芯普通光缆光缆段FG0204,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-54194,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00137,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-53876,10,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00264,,,,(35kV东馆变～腾桥供电所)24芯普通光缆光缆段FG0205,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-55172,10101,53E6036E-5995-41B5-A673-BD8FDF22CEBD-00014,10101,53E6036E-5995-41B5-A673-BD8FDF22CEBD-00015,10,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(大岭电厂～长岭电厂)24芯普通光缆光缆段01,3,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-55226,10101,53E6036E-5995-41B5-A673-BD8FDF22CEBD-00014,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00383,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(大岭电厂～110kV星子变)24芯ADSS光缆段01,2,2
3DB13775-51A7-41F0-B0B5-0957E731BDF7-57920,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00354,10101,9B1448E9-A293-41A5-AD60-77A47A14509E-11039,12,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(110kV新桥变～35kV钨矿变)16芯ADSS光缆段01,2,0
3DB13775-51A7-41F0-B0B5-0957E731BDF7-61275,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00560,10101,9CB7A774-B092-4847-BC88-703B9DC06A52-00110,1,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV墨山变～南方水泥厂)12芯普通光缆光缆段01,3,0
3DB13775-51A7-41F0-B0B5-0957E731BDF7-62973,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00583,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00140,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV西安垄变～进贤公司)24芯普通光缆光缆段FG0206,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-64301,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00604,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00143,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00254,,,,(110kV池溪变～35kV下埠变)24芯普通光缆光缆段FG0207,3,22
3DB13775-51A7-41F0-B0B5-0957E731BDF7-64353,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00604,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00144,3,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV池溪变～35kV钟陵变)24芯普通光缆光缆段FG0208,3,22
3DB13775-51A7-41F0-B0B5-0957E731BDF7-67261,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00208,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00213,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(南丰公司～35kV太坪嵊变)24芯普通光缆光缆段FG0209,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-69140,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00583,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-43528,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV西安垄变～35kV架桥变)24芯OPGW光缆段FG0210,1,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-70993,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00609,10101,72A93EE9-36B7-4302-A0DB-69815446A02C-45350,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV新居变～35kV马鞍变)24芯普通光缆光缆段FG0211,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-75213,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00578,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00149,7,24,744374CC-39B8-4C41-AAF8-82FC658B8ED5-00070,,,,(220kV黄州变～崇仁公司)24芯普通光缆光缆段FG0212,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-77841,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00198,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00204,1,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00016,,,,(宜黄公司～10kV宜黄县城开关站)24芯普通光缆光缆段FG0213,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-78597,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00191,10101,8FBD2270-C307-4A6E-A067-CDBB156E6336-00002,23,24,1271E5FC-524C-41BF-BD38-F9154CEB6317-00125,,,,(东乡公司～35kV王桥变)24芯普通光缆光缆段FG0214,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-78728,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00606,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00205,11,24,9DA924EA-D53E-40ED-A08A-F632CB0F29EB-00016,,,,(110kV宜黄变～35kV桃陂变)24芯ADSS光缆段FG0215,2,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-79882,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00172,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-79823,8,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV赤水变～高虎脑营业所)24芯普通光缆光缆段FG0159,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-80111,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00173,10101,3DB13775-51A7-41F0-B0B5-0957E731BDF7-79823,11,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV驿前变～高虎脑营业所)24芯普通光缆光缆段FG0217,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-85204,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00593,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00191,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV大富岗变～东乡公司)24芯普通光缆光缆段FG0216,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-93976,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00167,20003,3DB13775-51A7-41F0-B0B5-0957E731BDF7-94433,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(广昌公司～新安交接箱光接头盒)24芯普通光缆光缆段FG0222,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-94101,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00172,20003,3DB13775-51A7-41F0-B0B5-0957E731BDF7-94433,18,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV赤水变～新安交接箱光接头盒)24芯普通光缆光缆段FG0152,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-94154,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00169,20003,3DB13775-51A7-41F0-B0B5-0957E731BDF7-94433,9,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(35kV头陂变～新安交接箱光接头盒)24芯普通光缆光缆段FG0149,3,24
3DB13775-51A7-41F0-B0B5-0957E731BDF7-99293,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00596,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00182,2,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV南城变～南城公司)24芯普通光缆光缆段FG0218,3,24
3DCAD650-A493-4634-9476-856325BB45B0-98571,10101,DA845EB8-FFFD-4266-A666-B115902151B9-00093,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03562,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV版石变～35kV庙角变)24芯OPGW光缆段01,1,2
3E6C937A-CA7F-4907-8710-E06D8AB3A75A-68663,10101,3E6C937A-CA7F-4907-8710-E06D8AB3A75A-67806,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03509,15,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(天排山风电厂～110kV龙洲变)24芯OPGW光缆段01,1,2
3E6C937A-CA7F-4907-8710-E06D8AB3A75A-71072,10101,906FC0FE-6784-4BBF-802E-9773C79D407C-00262,10101,8254F6CE-E888-466D-8BE9-2D38AE506221-03538,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(35kV睦富变～石城县供电分公司)24芯普通光缆光缆段01,3,4
3F09113E-278B-4CDC-8035-DDFE87442F46-00111,10101,F463CC00-D77C-44C4-BC26-17370ACCE674-16485,10101,F463CC00-D77C-44C4-BC26-17370ACCE674-16494,0,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV麦园变～H01-继保室)24芯普通光缆光缆段01,3,0
3F09113E-278B-4CDC-8035-DDFE87442F46-00137,10101,F463CC00-D77C-44C4-BC26-17370ACCE674-16485,10101,C7C6F100-42B3-46FB-9A5A-638EA8069DF5-00394,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00292,,,,(110kV麦园变～昌北培训中心)24芯普通光缆光缆段01,3,0
3F09113E-278B-4CDC-8035-DDFE87442F46-00149,10101,9AF62551-BE02-4AC0-B42F-F5F7A89D46EB-00041,10101,CA49C4D9-69B3-42C0-AE2C-EAF235E9991C-02074,20,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(靖安县供电公司～35kV洪屏变)12芯普通光缆光缆段01,3,0
4023A6EA-C905-40A0-9499-1012D39AE876-20571,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00136,10101,26ECD0C1-6368-4C48-9A6B-142A4AE5CF8C-03572,5,8,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,,3,0
4023A6EA-C905-40A0-9499-1012D39AE876-24296,10101,ABBCE1DA-52C4-4D51-83B7-9E88DFAC691A-00136,10101,26ECD0C1-6368-4C48-9A6B-142A4AE5CF8C-03572,5,8,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(临川公司～上顿渡供电所)8芯普通光缆光缆段FG0317,3,0
4122138C-3542-44F4-A013-2D1965B552F1-00872,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00577,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00592,7,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV松源变～110kV东乡变)24芯OPGW光缆段FG0027,1,24
4122138C-3542-44F4-A013-2D1965B552F1-00921,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00577,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00593,6,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV松源变～110kV大富岗变)24芯OPGW光缆段FG0028,1,24
4122138C-3542-44F4-A013-2D1965B552F1-00970,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00577,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00594,4,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV松源变～110kV虎圩变)24芯OPGW光缆段FG0029,1,22
4122138C-3542-44F4-A013-2D1965B552F1-01019,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00592,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00594,5,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(110kV东乡变～110kV虎圩变)24芯OPGW光缆段FG0030,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01068,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00585,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00590,7,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV抚北变～110kV展坪变)12芯OPGW光缆段FG0031,1,12
4122138C-3542-44F4-A013-2D1965B552F1-01093,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00573,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00586,14,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00254,,,,(220kV七里岗变～110kV二仙桥变)12芯OPGW光缆段FG0032,1,12
4122138C-3542-44F4-A013-2D1965B552F1-01167,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00576,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00583,13,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV温圳变～110kV西安垄变)24芯OPGW光缆段FG0034,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01216,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00576,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00602,7,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(220kV温圳变～110kV前途变)24芯OPGW光缆段FG0035,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01265,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00602,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00605,16,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00274,,,,(110kV前途变～110kV长山变)24芯OPGW光缆段FG0036,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01314,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00589,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00582,29,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV上顿渡变～110kV沙堤变)16芯OPGW光缆段FG0037,1,14
4122138C-3542-44F4-A013-2D1965B552F1-01405,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00603,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00583,5,12,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00258,,,,(110kV民和变～110kV西安垄变)12芯OPGW光缆段FG0017,1,12
4122138C-3542-44F4-A013-2D1965B552F1-01430,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00590,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00584,13,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV展坪变～110kV唱凯变)16芯OPGW光缆段FG0018,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01496,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00580,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00610,10,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV日峰变～110kV黎川变)16芯OPGW光缆段FG0020,1,8
4122138C-3542-44F4-A013-2D1965B552F1-01529,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00603,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00604,21,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(110kV民和变～110kV池溪变)24芯OPGW光缆段FG0021,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01578,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00575,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00604,30,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV梅庄变～110kV池溪变)24芯OPGW光缆段FG0022,1,8
4122138C-3542-44F4-A013-2D1965B552F1-01627,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00599,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00600,6,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV广昌变～110kV盱江变)16芯OPGW光缆段FG0023,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01693,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00574,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00596,5,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV建昌变～110kV南城变)16芯OPGW光缆段FG0025,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01726,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00573,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00584,14,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV七里岗变～110kV唱凯变)16芯OPGW光缆段FG0026,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01759,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00578,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00582,17,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV黄州变～110kV沙堤变)16芯OPGW光缆段FG0085,1,14
4122138C-3542-44F4-A013-2D1965B552F1-01792,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00578,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00606,34,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00248,,,,(220kV黄州变～110kV宜黄变)16芯OPGW光缆段FG0086,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01825,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00606,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00607,15,16,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV宜黄变～110kV丰厚变)16芯OPGW光缆段FG0087,1,16
4122138C-3542-44F4-A013-2D1965B552F1-01858,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00578,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00601,7,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV黄州变～110kV崇仁变)24芯OPGW光缆段FG0088,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01907,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00578,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00609,24,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(220kV黄州变～110kV新居变)24芯OPGW光缆段FG0089,1,24
4122138C-3542-44F4-A013-2D1965B552F1-01956,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00609,10101,0CF3663A-EB41-4DF9-9061-D27EDA049BFD-00608,34,24,6FF003D2-EF3F-447D-8F2A-387127FC84B8-00238,,,,(110kV新居变～110kV乐安变)24芯OPGW光缆段FG0090,1,24
